1512435612.81 2017-12-04 18:00:12.805440 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=0.44, system=0.09, children_user=0.0, children_system=0.0) pmem(rss=204914688, vms=586104832, shared=4947968, text=888832, lib=0, data=543023104, dirty=0)
1512435954.78 2017-12-04 18:05:54.778088 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=933.06, system=15.84, children_user=0.0, children_system=0.0) pmem(rss=2901581824, vms=44316078080, shared=5341184, text=888832, lib=0, data=44272996352, dirty=0)
1512435956.8 2017-12-04 18:05:56.797869 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=941.09, system=15.88, children_user=0.0, children_system=0.0) pmem(rss=2901581824, vms=44316078080, shared=5341184, text=888832, lib=0, data=44272996352, dirty=0)
1512435958.82 2017-12-04 18:05:58.821550 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=949.18, system=15.89, children_user=0.0, children_system=0.0) pmem(rss=2901581824, vms=44316078080, shared=5341184, text=888832, lib=0, data=44272996352, dirty=0)
1512435960.85 2017-12-04 18:06:00.845322 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=957.25, system=15.92, children_user=0.0, children_system=0.0) pmem(rss=2901581824, vms=44316078080, shared=5341184, text=888832, lib=0, data=44272996352, dirty=0)
1512435962.87 2017-12-04 18:06:02.867753 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=965.32, system=15.95, children_user=0.0, children_system=0.0) pmem(rss=2901581824, vms=44316078080, shared=5341184, text=888832, lib=0, data=44272996352, dirty=0)
1512435964.89 2017-12-04 18:06:04.892930 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=973.41, system=15.96, children_user=0.0, children_system=0.0) pmem(rss=2901581824, vms=44316078080, shared=5341184, text=888832, lib=0, data=44272996352, dirty=0)
1512435966.91 2017-12-04 18:06:06.913654 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=981.46, system=15.99, children_user=0.0, children_system=0.0) pmem(rss=2901581824, vms=44316078080, shared=5341184, text=888832, lib=0, data=44272996352, dirty=0)
1512435968.94 2017-12-04 18:06:08.937046 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=989.52, system=16.02, children_user=0.0, children_system=0.0) pmem(rss=2901581824, vms=44316078080, shared=5341184, text=888832, lib=0, data=44272996352, dirty=0)
1512435970.96 2017-12-04 18:06:10.961552 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=997.62, system=16.02, children_user=0.0, children_system=0.0) pmem(rss=2901581824, vms=44316078080, shared=5341184, text=888832, lib=0, data=44272996352, dirty=0)
1512435972.98 2017-12-04 18:06:12.984018 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=1005.69, system=16.05, children_user=0.0, children_system=0.0) pmem(rss=2901581824, vms=44316078080, shared=5341184, text=888832, lib=0, data=44272996352, dirty=0)
1512435975.01 2017-12-04 18:06:15.009020 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=1013.76, system=16.08, children_user=0.0, children_system=0.0) pmem(rss=2901581824, vms=44316078080, shared=5341184, text=888832, lib=0, data=44272996352, dirty=0)
1512435976.03 2017-12-04 18:06:16.031108 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=1017.85, system=16.08, children_user=0.0, children_system=0.0) pmem(rss=2901581824, vms=44316078080, shared=5341184, text=888832, lib=0, data=44272996352, dirty=0)
1512435978.06 2017-12-04 18:06:18.056654 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=1025.58, system=16.11, children_user=0.0, children_system=0.0) pmem(rss=2905563136, vms=44316078080, shared=5341184, text=888832, lib=0, data=44272996352, dirty=0)
1512435980.08 2017-12-04 18:06:20.077212 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=1031.7, system=16.2, children_user=0.0, children_system=0.0) pmem(rss=2901585920, vms=44316078080, shared=5341184, text=888832, lib=0, data=44272996352, dirty=0)
1512435982.1 2017-12-04 18:06:22.101527 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=1039.79, system=16.2, children_user=0.0, children_system=0.0) pmem(rss=2901585920, vms=44316078080, shared=5341184, text=888832, lib=0, data=44272996352, dirty=0)
1512435984.12 2017-12-04 18:06:24.121794 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=1047.85, system=16.23, children_user=0.0, children_system=0.0) pmem(rss=2901585920, vms=44316078080, shared=5341184, text=888832, lib=0, data=44272996352, dirty=0)
1512435986.15 2017-12-04 18:06:26.145956 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=1055.91, system=16.26, children_user=0.0, children_system=0.0) pmem(rss=2901585920, vms=44316078080, shared=5341184, text=888832, lib=0, data=44272996352, dirty=0)
1512435988.17 2017-12-04 18:06:28.166039 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=1063.99, system=16.27, children_user=0.0, children_system=0.0) pmem(rss=2901585920, vms=44316078080, shared=5341184, text=888832, lib=0, data=44272996352, dirty=0)
1512435990.19 2017-12-04 18:06:30.190159 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=1072.06, system=16.29, children_user=0.0, children_system=0.0) pmem(rss=2901585920, vms=44316078080, shared=5341184, text=888832, lib=0, data=44272996352, dirty=0)
1512435992.21 2017-12-04 18:06:32.209953 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=1080.12, system=16.32, children_user=0.0, children_system=0.0) pmem(rss=2901585920, vms=44316078080, shared=5341184, text=888832, lib=0, data=44272996352, dirty=0)
1512435994.23 2017-12-04 18:06:34.233689 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=1088.2, system=16.33, children_user=0.0, children_system=0.0) pmem(rss=2901585920, vms=44316078080, shared=5341184, text=888832, lib=0, data=44272996352, dirty=0)
1512435996.26 2017-12-04 18:06:36.257905 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=1096.26, system=16.37, children_user=0.0, children_system=0.0) pmem(rss=2901585920, vms=44316078080, shared=5341184, text=888832, lib=0, data=44272996352, dirty=0)
1512435998.28 2017-12-04 18:06:38.279857 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=1104.34, system=16.38, children_user=0.0, children_system=0.0) pmem(rss=2901585920, vms=44316078080, shared=5341184, text=888832, lib=0, data=44272996352, dirty=0)
1512436000.3 2017-12-04 18:06:40.304912 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=1112.43, system=16.39, children_user=0.0, children_system=0.0) pmem(rss=2901585920, vms=44316078080, shared=5341184, text=888832, lib=0, data=44272996352, dirty=0)
1512436002.33 2017-12-04 18:06:42.325482 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=1120.49, system=16.42, children_user=0.0, children_system=0.0) pmem(rss=2901585920, vms=44316078080, shared=5341184, text=888832, lib=0, data=44272996352, dirty=0)
1512436004.35 2017-12-04 18:06:44.350572 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=1128.57, system=16.43, children_user=0.0, children_system=0.0) pmem(rss=2901585920, vms=44316078080, shared=5341184, text=888832, lib=0, data=44272996352, dirty=0)
1512436006.38 2017-12-04 18:06:46.376356 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=1136.67, system=16.44, children_user=0.0, children_system=0.0) pmem(rss=2901585920, vms=44316078080, shared=5341184, text=888832, lib=0, data=44272996352, dirty=0)
1512436008.4 2017-12-04 18:06:48.396834 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=1143.65, system=16.47, children_user=0.0, children_system=0.0) pmem(rss=2905567232, vms=44316078080, shared=5341184, text=888832, lib=0, data=44272996352, dirty=0)
